,Hardware,Name,Price,SKU,Info,Image,Description,Power,PCIE Slot
0,CPU,Core i7-9700K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,199.99,831438,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512484_831438_01_front_thumbnail.jpg,"Equipped with Intel Turbo Boost Technology 2.0, your computer will have the power and responsiveness to help your productivity soar. Experience amazing gaming performance, seamlessly edit and share 360 video, and enjoy fantastic 4K Ultra HD entertainment all with the lightning speed data transfers of Thunderbolt 3 technology.",95,N/A
1,CPU,Core i7-9700K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,199.99,831438,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512484_831438_01_front_thumbnail.jpg,"Equipped with Intel Turbo Boost Technology 2.0, your computer will have the power and responsiveness to help your productivity soar. Experience amazing gaming performance, seamlessly edit and share 360 video, and enjoy fantastic 4K Ultra HD entertainment all with the lightning speed data transfers of Thunderbolt 3 technology.",95,N/A
2,CPU,Core i9-9900K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,299.99,831362,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512483_831362_01_front_thumbnail.jpg,"Introducing the NEW 9th Gen Intel Core desktop processors the first unlocked mainstream desktop processor. When paired with Intel Optane memory, accelerates the loading and launching of the games you play. With up to 5GHz and 16-way multitasking, take your creativity to the next level with the power you need to create, edit, and share.",95,N/A
3,CPU,Core i9-9900K Coffee Lake 3.6GHz Eight-Core LGA 1151 Boxed Processor,299.99,831362,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512483_831362_01_front_thumbnail.jpg,"Introducing the NEW 9th Gen Intel Core desktop processors the first unlocked mainstream desktop processor. When paired with Intel Optane memory, accelerates the loading and launching of the games you play. With up to 5GHz and 16-way multitasking, take your creativity to the next level with the power you need to create, edit, and share.",95,N/A
4,CPU,Core i7-10700K Comet Lake 3.8GHz Eight-Core LGA 1200 Boxed Processor,319.99,105015,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623048_105015_01_front_thumbnail.jpg,"10th Gen Intel Core i7-10700K unlocked desktop processor. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",125,N/A
5,CPU,Core i7-10700K Comet Lake 3.8GHz Eight-Core LGA 1200 Boxed Processor,319.99,105015,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623048_105015_01_front_thumbnail.jpg,"10th Gen Intel Core i7-10700K unlocked desktop processor. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",125,N/A
6,CPU,Core i9-10850K Comet Lake 3.6GHz Ten-Core LGA 1200 Boxed Processor,399.99,152066,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/626745_152066_01_front_thumbnail.jpg,"10th Gen Intel Core i9-10850K unlocked desktop processor special edition box. This special edition packaging includes a commemorative card inside of the box. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard. 125W.",125,N/A
7,CPU,Core i9-10850K Comet Lake 3.6GHz Ten-Core LGA 1200 Boxed Processor,399.99,152066,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/626745_152066_01_front_thumbnail.jpg,"10th Gen Intel Core i9-10850K unlocked desktop processor special edition box. This special edition packaging includes a commemorative card inside of the box. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard. 125W.",125,N/A
8,CPU,Core i5-9600K Coffee Lake 3.7GHz Six-Core LGA 1151 Boxed Processor,149.99,831370,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512485_831370_01_front_thumbnail.jpg,"With the power and responsiveness of Intel Turbo Boost Technology 2.0 you can spend more time doing and less time waiting. Create, edit, and share 4K content with ease, and enjoy immersive, full-screen 4K and 360 experiences.",95,N/A
9,CPU,Core i5-9600K Coffee Lake 3.7GHz Six-Core LGA 1151 Boxed Processor,149.99,831370,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/512485_831370_01_front_thumbnail.jpg,"With the power and responsiveness of Intel Turbo Boost Technology 2.0 you can spend more time doing and less time waiting. Create, edit, and share 4K content with ease, and enjoy immersive, full-screen 4K and 360 experiences.",95,N/A
10,CPU,Core i5-10400 Comet Lake 2.9GHz Six-Core LGA 1200 Boxed Processor,149.99,105007,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622904_105007_01_front_thumbnail.jpg,"10th Gen Intel Core i5-10400 desktop processor optimized for gaming, creating, and productivity. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",65,N/A
11,CPU,Core i5-10400 Comet Lake 2.9GHz Six-Core LGA 1200 Boxed Processor,149.99,105007,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622904_105007_01_front_thumbnail.jpg,"10th Gen Intel Core i5-10400 desktop processor optimized for gaming, creating, and productivity. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",65,N/A
12,CPU,Core i9-10900K Comet Lake 3.7GHz Ten-Core LGA 1200 Boxed Processor,539.99,105023,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622892_105023_01_front_thumbnail.jpg,"10th Gen Intel Core i9-10900K unlocked desktop processor. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",125,N/A
13,CPU,Core i9-10900K Comet Lake 3.7GHz Ten-Core LGA 1200 Boxed Processor,539.99,105023,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622892_105023_01_front_thumbnail.jpg,"10th Gen Intel Core i9-10900K unlocked desktop processor. Featuring Intel Turbo Boost Max Technology 3.0, unlocked 10th Gen Intel Core desktop processors are optimized for enthusiast gamers and serious creators and help deliver high performance overclocking for an added boost. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.",125,N/A
14,CPU,Core i3-9100F Coffee Lake 3.6GHz Quad-Core LGA 1151 Boxed Processor,69.99,961276,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/606587_961276_01_front_thumbnail.jpg,9th Gen Intel Core i3-9100F desktop processor without processor graphics. Features Intel Turbo Boost Technology 2.0 and offers mainstream performance for exceptional overall productivity. Thermal solution included in the box. ONLY compatible with Intel 300 Series chipset based motherboards. 65W.,65,N/A
15,CPU,Core i3-9100F Coffee Lake 3.6GHz Quad-Core LGA 1151 Boxed Processor,69.99,961276,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/606587_961276_01_front_thumbnail.jpg,9th Gen Intel Core i3-9100F desktop processor without processor graphics. Features Intel Turbo Boost Technology 2.0 and offers mainstream performance for exceptional overall productivity. Thermal solution included in the box. ONLY compatible with Intel 300 Series chipset based motherboards. 65W.,65,N/A
16,CPU,Core i3-10100 Comet Lake 3.6GHz Quad-Core LGA 1200 Boxed Processor,99.99,104984,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622905_104984_01_front_thumbnail.jpg,10th Gen Intel Core i3-10100 desktop processor optimized for everyday computing. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.,65,N/A
17,CPU,Core i3-10100 Comet Lake 3.6GHz Quad-Core LGA 1200 Boxed Processor,99.99,104984,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/622905_104984_01_front_thumbnail.jpg,10th Gen Intel Core i3-10100 desktop processor optimized for everyday computing. Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.,65,N/A
18,CPU,Core i5-9400 Coffee Lake 2.9GHz Six-Core LGA 1151 Boxed Processor,139.99,907964,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/602029_907964_01_front_thumbnail.jpg,9th Gen Intel Core i5-9400 desktop processor with Intel UHD 630 graphics. Features Intes Turbo Boost Technology 2.0 and offers powerful performance for mainstream gaming and creating. Thermal solution included in the box. ONLY compatible with 300 series chipset based motherboard.,65,N/A
19,CPU,Core i5-9400 Coffee Lake 2.9GHz Six-Core LGA 1151 Boxed Processor,139.99,907964,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/602029_907964_01_front_thumbnail.jpg,9th Gen Intel Core i5-9400 desktop processor with Intel UHD 630 graphics. Features Intes Turbo Boost Technology 2.0 and offers powerful performance for mainstream gaming and creating. Thermal solution included in the box. ONLY compatible with 300 series chipset based motherboard.,65,N/A
20,CPU,Core i7-10700 Comet Lake 2.9GHz Eight-Core LGA 1200 Boxed Processor,299.99,108613,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623439_108613_01_front_thumbnail.jpg,10th Gen Intel Core i7-10700 desktop processor. Features Intel Turbo Boost Max Technology 3.0. Built for the everyday desktop user; this processor delivers amazing performance for everything from enthusiast gaming and creation to productivity. ONLY compatible with 400 series chipset based motherboard.,65,N/A
21,CPU,Core i7-10700 Comet Lake 2.9GHz Eight-Core LGA 1200 Boxed Processor,299.99,108613,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623439_108613_01_front_thumbnail.jpg,10th Gen Intel Core i7-10700 desktop processor. Features Intel Turbo Boost Max Technology 3.0. Built for the everyday desktop user; this processor delivers amazing performance for everything from enthusiast gaming and creation to productivity. ONLY compatible with 400 series chipset based motherboard.,65,N/A
22,CPU,Core i7-9700F Coffee Lake 3.0 GHz LGA 1151 Boxed Processor,189.99,063990,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0617976_063990.jpg,"9th Gen Intel Core i7-9700f desktop processor, without processor graphics. Features Intel Turbo Boost Technology 2.0 and offers high performance for enthusiast Gaming, creating, and overall productivity. Thermal solution included in the box. Only compatible with 300 Series chipset based motherboard. 65W.",65,N/A
23,CPU,Core i7-9700F Coffee Lake 3.0 GHz LGA 1151 Boxed Processor,189.99,063990,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/0617976_063990.jpg,"9th Gen Intel Core i7-9700f desktop processor, without processor graphics. Features Intel Turbo Boost Technology 2.0 and offers high performance for enthusiast Gaming, creating, and overall productivity. Thermal solution included in the box. Only compatible with 300 Series chipset based motherboard. 65W.",65,N/A
24,CPU,Core i9-10980XE Cascade Lake 3.0 GHz LGA 2066 Boxed Processor,809.99,068783,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618406_068783_01_front_thumbnail.jpg,"Upgrade your system and boost productivity with this Intel Core i9 Extreme Edition processor. The 18-core design and maximum turbo frequency of 4.60GHz support high-performance data processing and rendering, while Intel Turbo Boost Max Technology 3.0 automatically makes adjustments for enhanced efficiency. This AES-NI-enabled Intel Core i9 Extreme Edition processor offers compatibility with data encryption and supports up to 256GB of RAM across four channels for expandability.",165,N/A
25,CPU,Core i9-10980XE Cascade Lake 3.0 GHz LGA 2066 Boxed Processor,809.99,068783,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618406_068783_01_front_thumbnail.jpg,"Upgrade your system and boost productivity with this Intel Core i9 Extreme Edition processor. The 18-core design and maximum turbo frequency of 4.60GHz support high-performance data processing and rendering, while Intel Turbo Boost Max Technology 3.0 automatically makes adjustments for enhanced efficiency. This AES-NI-enabled Intel Core i9 Extreme Edition processor offers compatibility with data encryption and supports up to 256GB of RAM across four channels for expandability.",165,N/A
26,CPU,Core i9-10900 Comet Lake 2.8GHz Ten-Core LGA 1200 Boxed Processor,389.99,108639,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623438_108639_01_front_thumbnail.jpg,10th Gen Intel Core i9-10900 desktop processor. Features Intel Turbo Boost Max Technology 3.0. Built for the everyday desktop user; this processor delivers amazing performance for everything from enthusiast gaming and creation to productivity Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.,65,N/A
27,CPU,Core i9-10900 Comet Lake 2.8GHz Ten-Core LGA 1200 Boxed Processor,389.99,108639,LGA 1200,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/623438_108639_01_front_thumbnail.jpg,10th Gen Intel Core i9-10900 desktop processor. Features Intel Turbo Boost Max Technology 3.0. Built for the everyday desktop user; this processor delivers amazing performance for everything from enthusiast gaming and creation to productivity Thermal solution NOT included in the box. ONLY compatible with 400 series chipset based motherboard.,65,N/A
28,CPU,Core i9-10900X Cascade Lake 3.7GHz Ten-Core LGA 2066 Boxed Processor,499.99,068759,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618409_068759_01_front_thumbnail.jpg,"Boost your desktop's performance with this Intel Core I9-10900X processor. The 3.70GHz base frequency and 4.7GHz Intel Turbo Boost Max 3.0 technology power through demanding applications programs, while the 10 cores deliver smooth performance to help you complete tasks faster. This Intel Core I9-10900X processor features 20 threads that run multithreaded applications at blazing speeds.",165,N/A
29,CPU,Core i9-10900X Cascade Lake 3.7GHz Ten-Core LGA 2066 Boxed Processor,499.99,068759,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618409_068759_01_front_thumbnail.jpg,"Boost your desktop's performance with this Intel Core I9-10900X processor. The 3.70GHz base frequency and 4.7GHz Intel Turbo Boost Max 3.0 technology power through demanding applications programs, while the 10 cores deliver smooth performance to help you complete tasks faster. This Intel Core I9-10900X processor features 20 threads that run multithreaded applications at blazing speeds.",165,N/A
30,CPU,Core i9-9900 Coffee Lake 3.1GHz Eight-Core LGA 1151 Boxed Processor,289.99,921122,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/605414_921122_01_front_thumbnail.jpg,"The 9th Gen Intel Core processor takes mainstream desktop PC performance to a whole new level. Whether you are a gamer looking for a fantastic in-game experience with the performance headroom for smooth live streaming and seamless highlights recording or you are a creator that is ready to do more creating and sharing, less time waiting, this 9th Gen Intel Core desktop processor is ready to take you to that new level. The Intel Core i9-9900 has a base clock speed of 3.1 GHz and comes with features such as Intel Optane Memory support, Intel Identity Protection Technology, Intel VT-x and Intel VT-d virtualization technologies, and more.",65,N/A
31,CPU,Core i9-9900 Coffee Lake 3.1GHz Eight-Core LGA 1151 Boxed Processor,289.99,921122,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/605414_921122_01_front_thumbnail.jpg,"The 9th Gen Intel Core processor takes mainstream desktop PC performance to a whole new level. Whether you are a gamer looking for a fantastic in-game experience with the performance headroom for smooth live streaming and seamless highlights recording or you are a creator that is ready to do more creating and sharing, less time waiting, this 9th Gen Intel Core desktop processor is ready to take you to that new level. The Intel Core i9-9900 has a base clock speed of 3.1 GHz and comes with features such as Intel Optane Memory support, Intel Identity Protection Technology, Intel VT-x and Intel VT-d virtualization technologies, and more.",65,N/A
32,CPU,Core i9-10920X Cascade Lake 3.5 GHz LGA 2066 Boxed Processor,599.99,068767,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618408_068767_01_front_thumbnail.jpg,"Build a powerful computer with this Intel Core i9 X-Series desktop processor. The 12 cores and 3.50GHz speed ensure high-speed operations, while the 19.25MB of cache memory provide dynamic sharing of queued commands. This Intel Core i9 X-Series desktop processor features Intel Max Turbo Boost technology to handle demanding tasks.",165,N/A
33,CPU,Core i9-10920X Cascade Lake 3.5 GHz LGA 2066 Boxed Processor,599.99,068767,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618408_068767_01_front_thumbnail.jpg,"Build a powerful computer with this Intel Core i9 X-Series desktop processor. The 12 cores and 3.50GHz speed ensure high-speed operations, while the 19.25MB of cache memory provide dynamic sharing of queued commands. This Intel Core i9 X-Series desktop processor features Intel Max Turbo Boost technology to handle demanding tasks.",165,N/A
34,CPU,Pentium Gold G5400 Coffee Lake 3.7GHz Dual-Core LGA 1151 Boxed Processor,49.99,783878,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/508541_783878_01_front_thumbnail.jpg,"Whether you are streaming Ultra HD video to a big screen or simply reading the news, get impressive multimedia and entertainment features in a wide range of devices with the latest Intel Pentium processors.",58,N/A
35,CPU,Pentium Gold G5400 Coffee Lake 3.7GHz Dual-Core LGA 1151 Boxed Processor,49.99,783878,LGA 1151,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/508541_783878_01_front_thumbnail.jpg,"Whether you are streaming Ultra HD video to a big screen or simply reading the news, get impressive multimedia and entertainment features in a wide range of devices with the latest Intel Pentium processors.",58,N/A
36,CPU,Core i9-10940X Cascade Lake 3.3GHz LGA 2066 Boxed Processor,699.99,068775,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618407_068775_01_front_thumbnail.jpg,"Take advantage of increased customizability with this unlocked 3.30GHz Intel Core i9 X-series processor. The 14 cores and Intel Turbo Boost Max Technology 3.0 help complete video encoding and 3-D modeling tasks quickly. This Intel Core i9 X-series processor features Intel HT Technology for prompt multitasking, and Intel AES-NI technology supports fast decryption and encryption to help keep your data secure.",165,N/A
37,CPU,Core i9-10940X Cascade Lake 3.3GHz LGA 2066 Boxed Processor,699.99,068775,LGA 2066,https://90a1c75758623581b3f8-5c119c3de181c9857fcb2784776b17ef.ssl.cf2.rackcdn.com/618407_068775_01_front_thumbnail.jpg,"Take advantage of increased customizability with this unlocked 3.30GHz Intel Core i9 X-series processor. The 14 cores and Intel Turbo Boost Max Technology 3.0 help complete video encoding and 3-D modeling tasks quickly. This Intel Core i9 X-series processor features Intel HT Technology for prompt multitasking, and Intel AES-NI technology supports fast decryption and encryption to help keep your data secure.",165,N/A
